BkNo	Year	Day	hh	mm	ss	mss	ns	Azimuth(deg)	Elevation(deg	)Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
116	2016	240	17	24	3	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	4	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	5	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	6	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	7	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	8	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	9	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
117	2016	240	17	24	10	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	11	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	12	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	13	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	14	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	15	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	16	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	17	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	18	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
117	2016	240	17	24	19	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2975	1	0
